testcenter_id	typ_l	mean	p90	suspicious_des
839	Pharmacy	14.2170542635659	164.238227401301	0
840	Doctor's or dentist's office	15.5961538461538	23.0205882352941	0
841	Private test center	140.837209302326	347.757593984963	0
842	Private test center	102.215277777778	347.757593984963	0
843	Doctor's or dentist's office	3	23.0205882352941	0
844	Doctor's or dentist's office	3.23529411764706	23.0205882352941	0
845	Doctor's or dentist's office	1.5	23.0205882352941	0
846	Doctor's or dentist's office	1.8	23.0205882352941	0
847	Doctor's or dentist's office	8.81081081081081	23.0205882352941	0
848	Private test center	422.722222222222	347.757593984963	1
849	Doctor's or dentist's office	5.45454545454545	23.0205882352941	0
850	Private test center	141.136585365854	347.757593984963	0
851	Doctor's or dentist's office	4.5	23.0205882352941	0
852	Private test center	197.795275590551	347.757593984963	0
853	Private test center	137.0234375	347.757593984963	0
854	Doctor's or dentist's office	9.13872832369942	23.0205882352941	0
855	Doctor's or dentist's office	1.33333333333333	23.0205882352941	0
856	Pharmacy	147.419047619048	164.238227401301	0
857	Doctor's or dentist's office	20.8333333333333	23.0205882352941	0
858	Private test center	49.1153846153846	347.757593984963	0
859	Private test center	110.093023255814	347.757593984963	0
860	Private test center	237.311926605505	347.757593984963	0
861	Doctor's or dentist's office	5.97435897435897	23.0205882352941	0
862	Private test center	72.4	347.757593984963	0
863	Private test center	39.8765432098765	347.757593984963	0
864	Doctor's or dentist's office	5.17073170731707	23.0205882352941	0
865	Private test center	36.2222222222222	347.757593984963	0
866	Private test center	3.44186046511628	347.757593984963	0
867	Private test center	85.7910447761194	347.757593984963	0
868	Private test center	389.105788423154	347.757593984963	1
869	Private test center	793.132653061224	347.757593984963	1
870	Private test center	2.4375	347.757593984963	0
871	Private test center	78.8529411764706	347.757593984963	0
872	Private test center	102.5	347.757593984963	0
873	Private test center	159.682051282051	347.757593984963	0
874	Pharmacy	679.329153605016	164.238227401301	1
875	Doctor's or dentist's office	7.04918032786885	23.0205882352941	0
876	Doctor's or dentist's office	3	23.0205882352941	0
877	Pharmacy	17.828125	164.238227401301	0
878	Pharmacy	72.3205128205128	164.238227401301	0
879	Doctor's or dentist's office	2	23.0205882352941	0
880	Doctor's or dentist's office	2.9041095890411	23.0205882352941	0
881	Private test center	185.280193236715	347.757593984963	0
882	Private test center	63.7741935483871	347.757593984963	0
883	Private test center	284.765957446808	347.757593984963	0
884	Doctor's or dentist's office	7.07818930041152	23.0205882352941	0
885	Pharmacy	126.485175202156	164.238227401301	0
886	Private test center	94.7463768115942	347.757593984963	0
887	Doctor's or dentist's office	4.52941176470588	23.0205882352941	0
888	Private test center	31.3333333333333	347.757593984963	0
889	Private test center	220.861502347418	347.757593984963	0
890	Doctor's or dentist's office	3.73584905660377	23.0205882352941	0
891	Private test center	1.26666666666667	347.757593984963	0
892	Doctor's or dentist's office	1.30769230769231	23.0205882352941	0
893	Doctor's or dentist's office	51.6666666666667	23.0205882352941	1
894	Private test center	152.426267281106	347.757593984963	0
895	Private test center	1888.82926829268	347.757593984963	1
896	Doctor's or dentist's office	6.60344827586207	23.0205882352941	0
897	Doctor's or dentist's office	89.25	23.0205882352941	1
898	Private test center	198.206140350877	347.757593984963	0
899	Doctor's or dentist's office	3.36538461538462	23.0205882352941	0
900	Private test center	115.432432432432	347.757593984963	0
901	Doctor's or dentist's office	1.5	23.0205882352941	0
902	Doctor's or dentist's office	5.07894736842105	23.0205882352941	0
903	Doctor's or dentist's office	1.85714285714286	23.0205882352941	0
904	Private test center	59.6833333333333	347.757593984963	0
905	Doctor's or dentist's office	2	23.0205882352941	0
906	Doctor's or dentist's office	7.66666666666667	23.0205882352941	0
907	Private test center	84.2451361867704	347.757593984963	0
